id,question
016001764,Are there any other trees in the vicinity?
016001764,Are there any other buildings nearby?
016001764, What is the approximate size of the building?
016001764, Are there any windows visible on the building facade?
016001764, Are there any other shadows in the image?
016001764, Is the building in a residential or commercial area?
016001764, Are there any other objects in the image?
016001764, What is the approximate distance between the tree and the building?
016001764, Are there any other colors visible in the image?
016001764, Is the building symmetrical?
016001764, Are there any other features visible on the building facade?
016001764, Are there any other trees in the vicinity of the building?
016001764, Are there any other structures visible in the image?
011000001,What type of grass is in the field?
011000001,How many different types of vegetation are present?
011000001,Is the vegetation evenly distributed across the field?
011000001,Are there any trees in the field?
011000001,Are there any buildings or structures in the field?
011000001,Are there any roads or paths in the field?
011000001,Are there any bodies of water in the field?
011000001,Are there any animals in the field?
011000001,Are there any signs of human activity in the field?
011000001, Is the field surrounded by any other land features?
011000001, Are there any fences or walls in the field?
011000001, Are there any distinct patterns in the vegetation?
011000001, Are there any shadows in the field?
011000001, Are there any clouds in the sky above the field?
011000001, Are there any other aerial features in the image?
011000001, Are there any changes in the vegetation over time?
011000001, Are there any changes in the terrain over time?
011000001, Are there any changes in the color of the vegetation over time?
011000001, Are there any changes in the size of the field over time?
011000001, Are there any changes in the shape of the field over time?
011000002,What type of vegetation is in the vineyard?
011000002,How many rows of vines are there?
011000002,What is the size of the vineyard?
011000002,Are there any other crops in the fields?
011000002,Are there any buildings in the area?
011000002,Are there any roads or paths in the area?
011000002,What is the elevation of the vineyard?
011000002,Are there any other features in the area?
011000002,Are there any trees in the area?
011000002, What is the terrain like in the area?
011000002, Are there any water features in the area?
011000002, Are there any other types of vegetation in the area?
011000002, Are there any other types of land use in the area?
011000002, Are there any other types of shadows in the area?
011000002, Are there any other types of structures in the area?
011000002, Are there any other types of crops in the area?
011000002, Are there any other types of land cover in the area?
011000002, Are there any other types of features in the area?
011000002, Are there any other types of landforms in the area?
011000002, Are there any other types of vegetation in the grass fields?
011000003,What type of trees are in the image?
011000003,How tall are the trees?
011000003,Are there any other objects in the image besides the trees?
011000003,Are the trees evenly spaced?
011000003,Are there any other plants in the image?
011000003,Are there any animals in the image?
011000003,Is the grass in the image short or tall?
011000003,Are there any shadows in the image?
011000003,Are there any other colors in the image besides green?
011000003, Are there any clouds in the image?
011000003, Is the sky in the image clear or cloudy?
011000003, Is the field in the image flat or hilly?
011000003, Are there any buildings in the image?
011000003, Are there any roads in the image?
011000003, Are there any bodies of water in the image?
011000003, Are there any power lines in the image?
011000003, Are there any fences in the image?
011000003, Are there any other trees in the image besides the three?
011000003, Are there any shadows cast by the trees?
011000003, Are there any other objects in the image that are not trees or grass?
011000004,What type of tree is it?
011000004,How tall is the tree?
011000004,How wide is the tree?
011000004,How far away is the tree from the grassy field?
011000004,What type of vegetation is in the upper right corner?
011000004,How far away is the vegetation from the tree?
011000004,Is the tree in the center of the grassy field?
011000004,Are there any other trees in the vicinity?
011000004,How many trees are in the vicinity?
011000004, Is the grassy field flat or hilly?
011000004, Is the grassy field surrounded by any other type of vegetation?
011000004, Are there any other structures in the vicinity?
011000004, Are there any roads or paths near the tree?
011000004, Are there any buildings near the tree?
011000004, Is the tree in full sun or shade?
011000004, Is the tree in a straight line or curved line relative to the grassy field?
011000004, Are there any other trees in the grassy field?
011000004, Are there any other types of vegetation in the grassy field?
011000004, Are there any other types of vegetation in the upper right corner?
011000004, Are there any other trees in the upper right corner?
011000005,How many trees are in the area?
011000005,What is the approximate size of the area?
011000005,Are there any other features in the area besides trees?
011000005,Are the trees evenly spaced?
011000005,Are there any roads or paths in the area?
011000005,Are there any buildings in the area?
011000005,Are there any other types of vegetation in the area?
011000005,Are there any bodies of water in the area?
011000005,Are there any signs of human activity in the area?
011000005, Are there any visible boundaries in the area?
011000005, Are there any visible signs of wildlife in the area?
011000005, Are there any visible signs of pollution in the area?
011000005, Are there any visible signs of deforestation in the area?
011000005, Are there any visible signs of erosion in the area?
011000005, Are there any visible signs of construction in the area?
011000005, Are there any visible signs of agricultural activity in the area?
011000005, Are there any visible signs of mining activity in the area?
011000005, Are there any visible signs of logging activity in the area?
011000005, Are there any visible signs of recreational activity in the area?
011000005, Are there any visible signs of urbanization in the area?
011000006,What type of trees are in the upper left?
011000006,How many trees are in the upper left?
011000006,What type of grass is at the bottom right?
011000006,How many patches of grass are at the bottom right?
011000006,What type of low vegetation is present?
011000006,How many patches of low vegetation are present?
011000006,How wide is the asphalt?
011000006,How long is the asphalt?
011000006,Is the asphalt flat or sloped?
011000006, Are there any other features visible in the image?
011000006, Are there any other structures visible in the image?
011000006, Are there any other roads visible in the image?
011000006, Are there any other trees visible in the image?
011000006, Are there any other patches of grass visible in the image?
011000006, Are there any other patches of low vegetation visible in the image?
011000006," Are there any other features or structures visible in the image that are not trees, grass, or low vegetation?"
011000006, Are there any other colors visible in the image?
011000006, Are there any shadows visible in the image?
011000006, Are there any other shapes visible in the image?
011000006, Are there any other lines visible in the image?
011000007,What type of tree is on the left?
011000007,How wide is the road between the tree and grass field?
011000007,Is the asphalt at the top connected to the asphalt at the bottom left?
011000007,How far away is the small tree at the right from the tree on the left?
011000007,Is the grass field at the bottom flat or hilly?
011000007,Are there any other trees in the image?
011000007,Is the asphalt at the top level or sloped?
011000007,How far away is the asphalt at the top from the grass at the bottom?
011000007,Are there any other roads in the image?
011000007, Is the grass field at the bottom divided into sections?
011000007," Are there any other objects in the image besides the asphalt, grass, and trees?"
011000007, How tall is the tree on the left?
011000007, Is the asphalt at the top connected to the asphalt at the bottom right?
011000007," Are there any other colors in the image besides green, black, and brown?"
011000007, Is the small road between the trees and grass field straight or curved?
011000007, Are there any other trees in the vicinity of the tree on the left?
011000007, How wide is the asphalt at the top?
011000007, Is the grass field at the bottom uniform in color?
011000007, Are there any other objects in the vicinity of the small tree at the right?
011000007, Is the asphalt at the top smooth or rough?
011000008,How many trees are at the bottom of the vineyard?
011000008,How many rows of vines are in the field at the top?
011000008,Are the trees at the bottom of the vineyard evenly spaced?
011000008,Are the vines in the field at the top planted in straight rows?
011000008,Are there any other crops planted in the field at the top?
011000008,Are there any buildings or structures in the vineyard?
011000008,Are there any roads or pathways leading to the vineyard?
011000008,Are there any other fields or vineyards nearby?
011000008,What type of trees are at the bottom of the vineyard?
011000008, What type of vines are in the field at the top?
011000008, Are there any irrigation systems in the vineyard?
011000008, Are there any other plants or vegetation in the vineyard?
011000008, Are there any animals in the vineyard?
011000008, Are there any signs of human activity in the vineyard?
011000008, Are there any signs of water sources in the vineyard?
011000008, Are there any signs of erosion in the vineyard?
011000008, Are there any signs of disease or pests in the vineyard?
011000008, Are there any signs of recent harvesting in the vineyard?
011000008, Are there any signs of recent pruning in the vineyard?
011000008, Are there any signs of recent fertilization in the vineyard?
011000009,How many rows of vines are in the field?
011000009,What is the approximate size of the field?
011000009,Are there any other crops growing in the field?
011000009,Are there any trees in the field?
011000009,Is the grass evenly distributed throughout the field?
011000009,Are there any buildings or structures in the field?
011000009,Are there any roads or pathways leading to or from the field?
011000009,Are there any other fields nearby?
011000009,What is the terrain like around the field?
011000009, Are there any irrigation systems in the field?
011000009, Are there any signs of human activity in the field?
011000009, Are there any animals in the field?
011000009, Are there any signs of water sources in the field?
011000009, Are there any signs of erosion in the field?
011000009, Are there any signs of soil degradation in the field?
011000009, Are there any signs of pest infestations in the field?
011000009, Are there any signs of disease in the field?
011000009, Are there any signs of nutrient deficiencies in the field?
011000009, Are there any signs of weed infestations in the field?
011000009, Are there any signs of nutrient pollution in the field?
011000010,What type of grass is growing in the field?
011000010,Is the soil in the middle of the field dry or moist?
011000010,Are there any other plants growing in the field?
011000010,"Are there any other features in the field, such as rocks or trees?"
011000010,How large is the field?
011000010,"Is the field surrounded by any other features, such as fences or roads?"
011000010,Are there any other colors in the field besides green?
011000010,Are there any patterns in the grass?
011000010,Is the soil in the middle of the field evenly distributed?
011000010, Are there any shadows in the field?
011000010," Are there any other objects in the field, such as animals or buildings?"
011000010," Are there any other shapes in the field, such as circles or squares?"
011000010," Are there any other textures in the field, such as bumps or ridges?"
011000010, Are there any other shades of green in the field?
011000010, Are there any other colors in the soil in the middle of the field?
011000010, Are there any other objects in the soil in the middle of the field?
011000010," Are there any other features in the soil in the middle of the field, such as cracks or holes?"
011000010, Are there any other shapes in the soil in the middle of the field?
011000010, Are there any other textures in the soil in the middle of the field?
011000010, Are there any other shades of color in the soil in the middle of the field?
011000011,How many rows of vines are in the vineyard?
011000011,What type of grapes are grown in the vineyard?
011000011,Is there a road or path leading to the vineyard?
011000011,Are there any other buildings or structures in the area?
011000011,How large is the vineyard?
011000011,Are there any other crops growing in the field?
011000011,Is there a river or stream nearby?
011000011,Are there any trees in the area?
011000011,What is the elevation of the field?
011000011, Are there any other fields nearby?
011000011, Are there any buildings or structures in the vineyard?
011000011, Are there any fences or walls around the vineyard?
011000011, What is the soil type in the field?
011000011, Are there any irrigation systems in the vineyard?
011000011, Are there any other vineyards in the area?
011000011, What is the slope of the field?
011000011, Are there any roads or paths leading away from the vineyard?
011000011, Are there any animals in the field?
011000011, Are there any other crops growing in the vineyard?
011000011, Are there any power lines or other utilities in the area?
011000012,How many rows of vines are in the vineyard?
011000012,What type of grass is growing in the field?
011000012,How many acres does the vineyard cover?
011000012,Are there any other crops planted in the field?
011000012,Is there a road or path leading to the vineyard?
011000012,Are there any buildings or structures near the vineyard?
011000012,Are there any trees or other vegetation near the vineyard?
011000012,Are there any irrigation systems in place?
011000012,Are there any fences or other barriers around the vineyard?
011000012, Are there any other vineyards nearby?
011000012, What is the elevation of the vineyard?
011000012, Are there any signs of human activity in the area?
011000012, Are there any other crops planted in the field?
011000012, Are there any water sources nearby?
011000012, Are there any animals in the area?
011000012, Are there any signs of erosion in the area?
011000012, Are there any other structures or features in the area?
011000012, Are there any visible signs of pest or disease in the vineyard?
011000012, Are there any visible signs of soil fertility in the area?
011000012, Are there any visible signs of soil compaction in the area?
011000013,What type of tree is in the bottom left corner?
011000013,How many blades of grass are in the field?
011000013,Is the tree in the image deciduous or evergreen?
011000013,Is the grass in the image short or tall?
011000013,Are there any other trees in the image?
011000013,Are there any other plants in the image?
011000013,Is the tree in the image healthy or unhealthy?
011000013,Is the grass in the image evenly distributed?
011000013,Are there any other objects in the image?
011000013, Is the tree in the image a single trunk or multi-trunk?
011000013, Are there any shadows in the image?
011000013, Is the tree in the image a sapling or mature?
011000013, Are there any other colors in the image besides green?
011000013, Is the tree in the image in the center of the field or off to the side?
011000013, Is the grass in the image a single species or multiple species?
011000013, Are there any other structures in the image?
011000013, Is the tree in the image a conifer or a broadleaf?
011000013, Is the grass in the image sparse or dense?
011000013, Are there any other animals in the image?
011000013, Is the tree in the image a single tree or part of a grove?
011000014,How many trees are in the field?
011000014,What is the approximate size of the field?
011000014,Are there any buildings in the field?
011000014,Are there any roads or pathways in the field?
011000014,"Are there any other features in the field, such as ponds or streams?"
011000014,Are there any other types of vegetation in the field?
011000014,Are there any signs of human activity in the field?
011000014,Are there any animals in the field?
011000014,Are there any signs of recent weather events in the field?
011000014, Are there any signs of erosion in the field?
011000014, Are there any signs of flooding in the field?
011000014, Are there any signs of drought in the field?
011000014, Are there any signs of fire in the field?
011000014, Are there any signs of insect infestation in the field?
011000014, Are there any signs of disease in the field?
011000014, Are there any signs of pollution in the field?
011000014, Are there any signs of construction in the field?
011000014, Are there any signs of agricultural activity in the field?
011000014, Are there any signs of recreational activity in the field?
011000014, Are there any signs of wildlife activity in the field?
011000015,What type of grass is in the field?
011000015,How many trees are in the field?
011000015,Is there any water in the field?
011000015,Are there any buildings in the field?
011000015,Are there any roads in the field?
011000015,Are there any animals in the field?
011000015,Is the field flat or hilly?
011000015,Are there any fences in the field?
011000015,Are there any other types of vegetation in the field?
011000015, Are there any signs of human activity in the field?
011000015, Are there any power lines in the field?
011000015, Are there any other types of structures in the field?
011000015, Are there any pathways in the field?
011000015, Are there any rivers or streams in the field?
011000015, Are there any ponds or lakes in the field?
011000015, Are there any other types of land features in the field?
011000015, Are there any roads leading to the field?
011000015, Are there any other types of vegetation on the bottom?
011000015, Are there any other types of land cover in the field?
011000015, Are there any other types of land use in the field?
011000016,What is the approximate size of the grass field?
011000016,Are there any trees or other vegetation in the field?
011000016,Are there any buildings or structures nearby?
011000016,Are there any roads or pathways leading to or from the field?
011000016,Are there any other fields nearby?
011000016,Are there any animals in the field?
011000016,Are there any people in the field?
011000016,Are there any fences or walls surrounding the field?
011000016,Are there any signs or markers in the field?
011000016, Are there any bodies of water nearby?
011000016, Are there any power lines or other infrastructure in the field?
011000016, Are there any shadows or other features in the field?
011000016, Are there any clouds in the sky above the field?
011000016, Are there any roads or pathways leading away from the field?
011000016, Are there any other fields visible in the image?
011000016, Are there any buildings or structures visible in the image?
011000016, Are there any trees or other vegetation visible in the image?
011000016, Are there any animals visible in the image?
011000016, Are there any people visible in the image?
011000016, Are there any signs or markers visible in the image?
011000017,What is the approximate size of the grass field?
011000017,Are there any trees or other vegetation in the field?
011000017,Are there any buildings or other structures in the field?
011000017,Are there any roads or pathways leading to or from the field?
011000017,Are there any other fields or open spaces nearby?
011000017,Are there any bodies of water nearby?
011000017,Are there any shadows or other features that suggest the time of day?
011000017,Are there any people or animals in the field?
011000017,Are there any fences or other boundaries around the field?
011000017, Are there any signs of recent activity in the field?
011000017, Are there any other features that suggest the season?
011000017, Are there any other features that suggest the climate?
011000017, Are there any other features that suggest the soil type?
011000017, Are there any other features that suggest the terrain?
011000017, Are there any other features that suggest the altitude?
011000017, Are there any other features that suggest the topography?
011000017, Are there any other features that suggest the vegetation type?
011000017, Are there any other features that suggest the land use?
011000017, Are there any other features that suggest the land cover?
011000017, Are there any other features that suggest the land management?
011000018,What is the approximate size of the grass field?
011000018,Are there any trees in the grass field?
011000018,Are there any other structures in the grass field?
011000018,Is the grass field surrounded by any other vegetation?
011000018,Is the grass field flat or hilly?
011000018,Are there any pathways or roads in the grass field?
011000018,"Are there any other features in the grass field, such as rocks or ponds?"
011000018,"Is the grass field surrounded by any other land features, such as buildings or fences?"
011000018,Are there any shadows in the grass field?
011000018, Are there any animals in the grass field?
011000018, Are there any signs of human activity in the grass field?
011000018, Are there any other colors in the grass field besides green?
011000018, Are there any patterns in the grass field?
011000018, Is the grass field divided into sections?
011000018, Are there any changes in the grass field over time?
011000018, Are there any changes in the vegetation in the grass field over time?
011000018, Are there any differences in the height of the grass in the grass field?
011000018, Are there any differences in the color of the grass in the grass field?
011000018, Are there any differences in the texture of the grass in the grass field?
011000018, Are there any differences in the density of the grass in the grass field?
011000019,What type of grass is in the field?
011000019,Is the vegetation on the top right a single species or a mix of species?
011000019,How large is the field?
011000019,Are there any other features in the field besides the grass and vegetation?
011000019,Are there any trees in the field?
011000019,Are there any buildings or structures in the field?
011000019,Are there any roads or paths in the field?
011000019,Are there any bodies of water in the field?
011000019,Are there any animals in the field?
011000019, Are there any signs of human activity in the field?
011000019, What is the elevation of the field?
011000019, Is the vegetation on the top right evenly distributed?
011000019, Are there any other types of vegetation in the field?
011000019, Is the grass in the field short or tall?
011000019, Are there any patterns in the grass or vegetation?
011000019, Are there any shadows in the field?
011000019, Are there any changes in the field since the image was taken?
011000019, Are there any other features in the surrounding area?
011000019, Are there any changes in the vegetation on the top right since the image was taken?
011000019, Are there any other colors in the field besides green?
011000020,What type of trees are at the bottom right?
011000020,How many shadows are visible?
011000020,Is the grass at the left mowed?
011000020,How wide is the asphalt at the top right?
011000020,Are there any other objects visible in the image?
011000020,Is the shadow at the upper right cast by a tree or another object?
011000020,Are there any other shadows visible in the image?
011000020,How many trees are visible at the bottom right?
011000020,Is the grass at the left in a straight line or curved?
011000020, Are there any other colors visible in the image?
011000020, Is the asphalt at the top right cracked or smooth?
011000020, Are there any other objects visible in the shadow at the upper right?
011000020, Are there any other shades of green visible in the image?
011000020, Are there any other objects visible in the grass at the left?
011000020, How tall are the trees at the bottom right?
011000020, Is the asphalt at the top right wet or dry?
011000020, Are there any other objects visible in the asphalt at the top right?
011000020, Are there any other shades of gray visible in the image?
011000020, Is the grass at the left in a single patch or multiple patches?
011000020, Are there any other objects visible in the trees at the bottom right?
011000021,How wide is the road?
011000021,How many lanes does the road have?
011000021,What type of vegetation is on the right side of the road?
011000021,Are there any buildings visible in the image?
011000021,Are there any other roads visible in the image?
011000021,Are there any signs or markings on the road?
011000021,Are there any vehicles visible in the image?
011000021,Are there any people visible in the image?
011000021,Are there any animals visible in the image?
011000021, Are there any power lines visible in the image?
011000021, Are there any street lights visible in the image?
011000021, Are there any trees on the left side of the road?
011000021, Are there any shadows on the left side of the road?
011000021, Are there any curves in the road?
011000021, Are there any intersections visible in the image?
011000021, Are there any bridges visible in the image?
011000021, Are there any bodies of water visible in the image?
011000021, Are there any buildings visible in the distance?
011000021, Are there any other roads visible in the distance?
011000021, Are there any signs of construction visible in the image?
011000022,What type of vegetation is in the vineyard field?
011000022,How many rows of vines are in the field?
011000022,What is the size of the field?
011000022,What is the shape of the field?
011000022,Is there any other vegetation in the field besides the vines?
011000022,Are there any other structures in the field besides the vines?
011000022,What is the color of the vines?
011000022,What is the color of the soil in the field?
011000022,Is there any water in the field?
011000022, What is the size of the shadow on the right side?
011000022, What is the shape of the shadow?
011000022, Is the shadow cast by a structure or an object?
011000022, What is the direction of the shadow?
011000022, Is there any other shadows in the field?
011000022, Are there any other objects in the field besides the vines?
011000022, What is the size of the individual vines?
011000022, Are there any other crops in the field besides the vines?
011000022, Are there any other colors in the field besides the vines and the soil?
011000022, Are there any other features in the field besides the vines and the shadow?
011000022, Is the field surrounded by any other structures or vegetation?
011000023,How many trees are in the grass field?
011000023,How many trees are in the background?
011000023,How large is the large tree on top?
011000023,Is the grass field flat or hilly?
011000023,Are there any other objects in the image besides trees and grass?
011000023,What is the approximate size of the grass field?
011000023,Are there any other plants besides trees and grass?
011000023,Are there any buildings or structures in the image?
011000023,Are there any roads or pathways in the image?
011000023, Are there any bodies of water in the image?
011000023, Are there any animals in the image?
011000023, Are there any people in the image?
011000023, Are there any shadows in the image?
011000023, Are there any clouds in the image?
011000023, Are there any other colors besides green and brown in the image?
011000023, Are there any other shapes besides trees and grass in the image?
011000023, Are there any other textures besides grass and tree bark in the image?
011000023, Are there any other shades of green or brown in the image?
011000023, Are there any other patterns in the image?
011000023, Are there any other objects in the image that are not trees or grass?
011000024,What type of vegetation is present in the landscape?
011000024,What is the approximate size of the rocks in the middle?
011000024,Is there any water present in the landscape?
011000024,Are there any other features in the landscape besides the vegetation and rocks?
011000024,What is the approximate elevation of the landscape?
011000024,Are there any other colors present in the landscape besides green and gray?
011000024,Are there any other shapes present in the landscape besides the rocks?
011000024,Are there any other objects present in the landscape besides the vegetation and rocks?
011000024,Are there any shadows present in the landscape?
011000024, Are there any other textures present in the landscape besides the vegetation and rocks?
011000024, Are there any other structures present in the landscape besides the vegetation and rocks?
011000024, Are there any other patterns present in the landscape besides the vegetation and rocks?
011000024, Are there any other lines present in the landscape besides the vegetation and rocks?
011000024, Are there any other shapes present in the landscape besides the vegetation and rocks?
011000024, Are there any other objects present in the landscape besides the vegetation and rocks?
011000024, Are there any other colors present in the landscape besides green and gray?
011000024, Are there any other textures present in the landscape besides the vegetation and rocks?
011000024, Are there any other structures present in the landscape besides the vegetation and rocks?
011000024, Are there any other patterns present in the landscape besides the vegetation and rocks?
011000024, Are there any other lines present in the landscape besides the vegetation and rocks?
011000025,What type of vegetation is at the top?
011000025,What type of soil is the asphalt laid on?
011000025,How wide is the asphalt?
011000025,How many rows of vines are there in the vineyard?
011000025,What is the approximate size of the vineyard?
011000025,Are there any other structures in the area?
011000025,What is the approximate elevation of the asphalt?
011000025,Are there any other roads in the area?
011000025,What is the approximate distance between the asphalt and the vineyard?
011000025, Are there any other crops in the area?
011000025, What is the approximate size of the area of low vegetation?
011000025, Are there any other buildings in the area?
011000025, What is the approximate slope of the asphalt?
011000025, Are there any other trees in the area?
011000025, What is the approximate distance between the asphalt and the low vegetation?
011000025, Are there any other water sources in the area?
011000025, What is the approximate width of the vineyard?
011000025, Are there any other roads leading to the area?
011000025, What is the approximate elevation of the vineyard?
011000025, Are there any other structures in the area?
011000026,What type of vegetation is on the right side of the image?
011000026,How many rows of vines are in the vineyard?
011000026,Is the asphalt on the top of the image a road or a parking lot?
011000026,Are there any buildings in the image?
011000026,What is the size of the vineyard?
011000026,Are there any other crops in the image?
011000026,Are there any trees in the image?
011000026,Are there any other structures in the image?
011000026,What is the color of the asphalt on the top of the image?
011000026, Is the vineyard on a hill or flat land?
011000026, Are there any other roads in the image?
011000026, Are there any other vehicles in the image?
011000026, Are there any other people in the image?
011000026, What type of soil is in the vineyard?
011000026, Are there any irrigation systems in the image?
011000026, Are there any other plants in the image?
011000026, Are there any animals in the image?
011000026, Are there any fences in the image?
011000026, Are there any power lines in the image?
011000026, Are there any other signs of human activity in the image?
011000027,How many different types of vegetation are present in the field?
011000027,Are there any trees in the field?
011000027,Is the grass in the field short or tall?
011000027,Are there any pathways or roads in the field?
011000027,Are there any buildings or structures in the field?
011000027,Are there any animals in the field?
011000027,Are there any water features in the field?
011000027,Are there any fences or walls in the field?
011000027,Are there any shadows in the field?
011000027, Are there any signs of human activity in the field?
011000027, Are there any other types of vegetation in the field?
011000027, Are there any rocks or stones in the field?
011000027, Are there any patches of bare ground in the field?
011000027, Are there any areas of dense vegetation in the field?
011000027, Are there any areas of sparse vegetation in the field?
011000027, Are there any areas of waterlogged ground in the field?
011000027, Are there any areas of standing water in the field?
011000027, Are there any areas of disturbed ground in the field?
011000027, Are there any areas of bare soil in the field?
011000027, Are there any areas of dead vegetation in the field?
011000028,What type of trees are at the bottom and right of the image?
011000028,How many trees are in the image?
011000028,What type of roof is on the right side of the image?
011000028,Is the shadow in the center of the image cast by a tree or another object?
011000028,Is the grass in the image short or tall?
011000028,Are there any other structures visible in the image?
011000028,Are there any other shadows visible in the image?
011000028,Is the roof on the right side of the image connected to any other structures?
011000028,"Are there any other colors visible in the image besides green, gray, and brown?"
011000028, Is the roof on the right side of the image flat or sloped?
011000028, Are there any other trees visible in the image besides those at the bottom and right?
011000028, Are there any other shadows visible in the image besides the one in the center?
011000028, Are there any other objects visible in the image besides trees and the roof?
011000028, Is the roof on the right side of the image made of metal or another material?
011000028," Are there any other colors visible in the image besides green, gray, and brown?"
011000028, Is the grass in the image evenly distributed or patchy?
011000028, Are there any other structures visible in the image besides the roof?
011000028, Are there any other objects visible in the image besides trees and the roof?
011000028, Is the roof on the right side of the image connected to any other structures?
011000028, Are there any other shadows visible in the image besides the one in the center?
011000029,What type of trees are present?
011000029,How many trees are present?
011000029,What is the size of the area covered by the image?
011000029,Is there any water present?
011000029,Are there any buildings or structures visible?
011000029,Are there any roads or pathways visible?
011000029,Are there any other types of vegetation present?
011000029,Are there any signs of human activity?
011000029,Are there any animals visible?
011000029, What is the color of the soil?
011000029, Is the soil dry or wet?
011000029, Are there any hills or mountains visible?
011000029, Are there any clouds visible?
011000029, Is the area flat or hilly?
011000029, Are there any rivers or streams visible?
011000029, Are there any shadows visible?
011000029, Are there any power lines visible?
011000029, Are there any fences or walls visible?
011000029, Are there any signs of deforestation?
011000029, Are there any signs of agricultural activity?
011000030,How many trees are there in the image?
011000030,Is the grass field on top of the soil or is it separate?
011000030,Is the soil at the bottom left part of the grass field?
011000030,"Are there any other features in the image besides grass, soil, and trees?"
011000030,How large is the grass field?
011000030,How far apart are the trees?
011000030,Is the soil at the bottom left flat or is it hilly?
011000030,Are there any other colors in the image besides green and brown?
011000030,"Are there any other objects in the image besides grass, soil, and trees?"
011000030, How much of the image is grass?
011000030, Is the grass field on the left or right side of the image?
011000030, Are there any other plants in the image besides grass and trees?
011000030, Are there any other structures in the image besides trees?
011000030, Are there any other shapes in the image besides circles and rectangles?
011000030, How much of the image is soil?
011000030, Are there any other textures in the image besides grass and soil?
011000030, Are there any other shades of green in the image besides the grass?
011000030, Are there any other shades of brown in the image besides the soil?
011000030, Are there any other lines in the image besides the edges of the grass and soil?
011000030, Are there any other patterns in the image besides the grass and soil?
011000031,How many rows of vines are in the vineyard?
011000031,What type of grass is in the field?
011000031,Is there a road or path leading to the vineyard?
011000031,Are there any other buildings or structures in the area?
011000031,Are there any trees in the field?
011000031,Is the vineyard surrounded by a fence?
011000031,Are there any other crops in the field?
011000031,Is there a river or stream nearby?
011000031,Are there any other vineyards in the area?
011000031, How large is the vineyard?
011000031, Are there any other fields in the area?
011000031, Are there any animals in the field?
011000031, Is the vineyard irrigated?
011000031, Are there any other roads or paths in the area?
011000031, Are there any other structures in the area?
011000031, Are there any other vineyards in the area?
011000031, Are there any other crops in the area?
011000031, Are there any other trees in the area?
011000031, Are there any other buildings in the area?
011000031, Is the field surrounded by a fence?
011000032,What type of grass is in the field?
011000032,How many rows of vines are in the vineyard?
011000032,What is the approximate size of the field?
011000032,Is there a road or path leading to the vineyard?
011000032,Are there any other buildings or structures in the vicinity?
011000032,Are there any other crops growing in the field?
011000032,Are there any trees in the vineyard?
011000032,What is the approximate elevation of the field?
011000032,Are there any other fields nearby?
011000032, What is the approximate size of the vineyard?
011000032, Are there any other vineyards in the vicinity?
011000032, Are there any other roads or paths in the vicinity?
011000032, Are there any other crops growing in the vineyard?
011000032, Are there any other buildings or structures in the vineyard?
011000032, Are there any other trees in the vicinity?
011000032, What is the approximate elevation of the vineyard?
011000032, Are there any other fields in the vicinity?
011000032, Are there any other vineyards nearby?
011000032, Are there any other roads or paths leading to the vineyard?
011000032, Are there any other crops growing in the vicinity?
011000033,How many rows of vines are in the vineyard?
011000033,What type of grass is in the field?
011000033,How many trees are in the vineyard?
011000033,What is the approximate size of the field?
011000033,Are there any other structures in the image?
011000033,Is the vineyard irrigated?
011000033,Are there any roads in the image?
011000033,Are there any other crops in the image?
011000033,What is the approximate elevation of the field?
011000033, Are there any buildings in the image?
011000033, Are there any other fields in the image?
011000033, What is the approximate size of the vineyard?
011000033, Are there any ponds or streams in the image?
011000033, Are there any other vineyards in the image?
011000033, What type of soil is in the field?
011000033, Are there any fences in the image?
011000033, Are there any animals in the image?
011000033, Are there any power lines in the image?
011000033, Are there any roads leading to the vineyard?
011000033, Are there any other types of vegetation in the image?
011000034,What type of grass is in the field?
011000034,How many trees are in the field?
011000034,What type of trees are in the field?
011000034,How large is the shadow in the middle of the field?
011000034,What type of vineyard is in the field?
011000034,How many rows of vines are in the field?
011000034,How far away is the nearest vineyard?
011000034,What type of soil is in the field?
011000034,How many different types of vegetation are in the field?
011000034, What is the size of the field?
011000034, What is the shape of the field?
011000034, Are there any other features in the field?
011000034, Are there any other buildings or structures in the field?
011000034, Are there any other crops in the field?
011000034, Is the field irrigated?
011000034, Are there any other shadows in the field?
011000034, What is the elevation of the field?
011000034, What is the slope of the field?
011000034, Are there any other trees in the field?
011000034, Are there any other animals in the field?
011000035,What type of tree is it?
011000035,How many branches does the tree have?
011000035,Is the grass in the field short or tall?
011000035,Are there any other trees in the field?
011000035,Is the tree on the left the tallest tree in the image?
011000035,Are there any other objects in the field besides the tree and vegetation?
011000035,How far away is the tree from the edge of the field?
011000035,Are there any other colors in the field besides green?
011000035,Is the tree symmetrical?
011000035, Is the tree on the left the only tree in the image?
011000035, Are there any other plants in the field besides the vegetation on the top?
011000035, Is the tree on the left the only large tree in the image?
011000035, Are there any other trees in the field besides the one on the left?
011000035, Is the tree on the left the only tree with leaves?
011000035, Are there any other objects in the field besides the tree and vegetation?
011000035, Is the tree on the left the only tree with a trunk?
011000035, Is the tree on the left the only tree with branches?
011000035, Is the tree on the left the only tree with a canopy?
011000035, Are there any other colors in the field besides green and brown?
011000035, Is the tree on the left the only tree with a visible root system?
011000036,How many trees are in the field?
011000036,What is the approximate size of the field?
011000036,Are there any buildings in the field?
011000036,Are there any roads in the field?
011000036,Is the grass in the field short or tall?
